business_prob,popup,survey
0.0000000000,0,0
0.0002111383,0,0
0.0000000000,0,0
0.0227837531,0,0
0.0009556674,0,0
0.0047059569,0,0
0.0459554802,0,0
0.0000000000,0,0
0.2404253123,1,1
0.0847600854,0,0
0.0000000000,0,0
0.0001621803,0,0
0.0000000000,0,0
0.0002203368,0,0
0.0004454318,0,0
0.2319685818,1,1
0.0001621803,0,0
0.0074556623,0,0
0.0003939181,0,0
0.0000077256,0,0
0.0000000000,0,0
0.0109592844,0,0
0.0000000000,0,0
0.1576376121,1,1
0.0007388051,0,0
0.0000433804,0,0
0.0000000000,0,0
0.0003104764,0,0
0.0085237144,0,0
0.0000000000,0,0
0.0000077256,0,0
0.0000077256,0,0
0.1060668892,1,1
0.1924824690,1,1
0.1450074901,1,1
0.0001981292,0,0
0.0824234645,0,0
0.0012923824,0,0
0.0002035972,0,0
0.0154935010,0,0
0.0000997681,0,0
0.0228809580,0,0
0.1839424513,1,1
0.0000000000,0,0
0.1166522333,1,1
0.1355044275,1,1
0.0000000000,0,0
0.0627056728,0,0
0.1375115264,1,1
0.0007944801,0,0
0.0471118115,0,0
0.1306771337,1,1
0.0001621803,0,0
0.0191719728,0,0
0.0000000000,0,0
0.2491632590,1,1
0.0020338543,0,0
0.2390681556,1,1
0.0462100818,0,0
0.1028565444,1,1
0.1031531264,1,1
0.0000077256,0,0
0.0981829946,1,1
0.6411847046,1,1
0.0712244675,0,0
0.0513356789,0,0
0.0000000000,0,0
0.0984827413,1,1
0.1930797406,1,1
0.0694697020,0,0
0.1862500662,1,1
0.0116765503,0,0
0.7613230609,1,1
0.0016041882,0,0
0.0441361729,0,0
0.0028743614,0,0
0.0000664556,0,0
0.0285386694,0,0
0.0062063790,0,0
0.0219077599,0,0
0.0004194684,0,0
0.0000433804,0,0
0.0240004784,0,0
0.0000000000,0,0
0.0000664556,0,0
0.2972927731,1,1
0.0289879379,0,0
0.1618091027,1,1
0.5639420695,1,1
0.0256192953,0,0
0.0000433804,0,0
0.0000000000,0,0
0.0000000000,0,0
0.0002470872,0,0
0.0017854176,0,0
0.2949305269,1,1
0.6316268336,1,1
0.0309948358,0,0
0.0490794613,0,0
0.2960608626,1,1
0.0001981292,0,0
0.0011885204,0,0
0.0024360524,0,0
0.0000000000,0,0
0.2624044313,1,1
0.0000664556,0,0
0.2793507508,1,1
0.0001621803,0,0
0.0015566260,0,0
0.3465259352,1,1
0.0001332409,0,0
0.0189161204,0,0
0.1966322202,1,1
0.0295195823,0,0
0.0268911482,0,0
0.0000077256,0,0
0.1827741942,1,1
0.0819565946,0,0
0.0115510256,0,0
0.0004454318,0,0
0.0560713568,0,0
0.0000664556,0,0
0.1743130073,1,1
0.0014002291,0,0
0.0596443410,0,0
0.0000000000,0,0
0.0816823471,0,0
0.0050050090,0,0
0.0002035972,0,0
0.0009216329,0,0
0.0103967983,0,0
0.0000000000,0,0
0.0014116710,0,0
0.0294525372,0,0
0.0892503785,1,0
0.0013480491,0,0
0.0084597652,0,0
0.0256431258,0,0
0.0001621803,0,0
0.2846209527,1,1
0.0000000000,0,0
0.0001691898,0,0
0.0002035972,0,0
0.0115510256,0,0
0.0000000000,0,0
0.0014336085,0,0
0.0982345098,1,1
0.3471097722,1,1
0.0587746494,0,0
0.0122682915,0,0
0.0247957951,0,0
0.0023054287,0,0
0.6919913793,1,1
0.0000000000,0,0
0.2522449449,1,1
0.0404317304,0,0
0.0331849925,0,0
0.0233025396,0,0
0.0254761921,0,0
0.0304169163,0,0
0.4083455222,1,1
0.0002035972,0,0
0.0000000000,0,0
0.0001621803,0,0
0.0000000000,0,0
0.0004194684,0,0
0.0004454318,0,0
0.0801504988,0,0
0.0000664556,0,0
0.0003619901,0,0
0.0002880110,0,0
0.0002035972,0,0
0.0515810759,0,0
0.0001981292,0,0
0.0000000000,0,0
0.0022078313,0,0
0.0666764216,0,0
0.1105595333,1,1
0.0713039227,0,0
0.0035178418,0,0
0.0000000000,0,0
0.0473028421,0,0
0.0016030936,0,0
0.0145873257,0,0
0.0249404331,0,0
0.0942222706,1,0
0.1161024238,1,1
0.0000997681,0,0
0.0002525552,0,0
0.0012101479,0,0
0.0000000000,0,0
0.0066634430,0,0
0.0019751327,0,0
0.0099214449,0,0
0.0137028282,0,0
0.2112408511,1,1
0.0008399678,0,0
0.0798346890,0,0
0.0017854176,0,0
0.0000997681,0,0
0.0001621803,0,0
0.0018775353,0,0
0.0000433804,0,0
0.4462320434,1,1
0.0351056536,0,0
0.0000664556,0,0
0.0001746578,0,0
0.0243268515,0,0
0.0966469168,1,1
0.0000997681,0,0
0.2941192129,1,1
0.1222641235,1,1
0.0011163602,0,0
0.0015853837,0,0
0.1579685154,1,1
0.1368222916,1,1
0.0000000000,0,0
0.2382601076,1,1
0.0926780984,1,0
0.2435250041,1,1
0.0000000000,0,0
0.0000077256,0,0
0.0418239492,0,0
0.0288017658,0,0
0.0003104764,0,0
0.0108069194,0,0
0.3176407391,1,1
0.2024156395,1,1
0.0003136284,0,0
0.0014450505,0,0
0.0085277090,0,0
0.4942681573,1,1
0.0000664556,0,0
0.2383673893,1,1
0.0021608600,0,0
0.0903585341,1,0
0.0000000000,0,0
0.0000000000,0,0
0.0051289412,0,0
0.1318554180,1,1
0.0001621803,0,0
0.0011587202,0,0
0.0001981292,0,0
0.0013146696,0,0
0.0453140413,0,0
0.0570201238,0,0
0.0000077256,0,0
0.0216426351,0,0
0.1183067881,1,1
0.0008096719,0,0
0.0002166063,0,0
0.0000000000,0,0
0.2307798665,1,1
0.0662064703,0,0
0.0610480790,0,0
0.0608806892,0,0
0.0001981292,0,0
0.0000077256,0,0
0.0389474254,0,0
0.0001621803,0,0
0.1264211788,1,1
0.1733850538,1,1
0.0001981292,0,0
0.1770117884,1,1
0.1125593688,1,1
0.1971091034,1,1
0.0000433804,0,0
0.0000997681,0,0
0.0000000000,0,0
0.0318049724,0,0
0.0477191239,0,0
0.1611468934,1,1
0.0033941863,0,0
0.0033046462,0,0
0.0004194684,0,0
0.2017485226,1,1
0.0652640510,0,0
0.2936580695,1,1
0.1804720994,1,1
0.0000000000,0,0
0.0000000000,0,0
0.0809503598,0,0
0.2684914828,1,1
0.0001621803,0,0
0.0024877195,0,0
0.0188665572,0,0
0.0000077256,0,0
0.0000997681,0,0
0.0377455937,0,0
0.1531973649,1,1
0.2215098979,1,1
0.1720039379,1,1
0.1669970830,1,1
0.0196075679,0,0
0.0004454318,0,0
0.1958049210,1,1
0.0963396835,1,1
0.0082321078,0,0
0.0022938005,0,0
0.0132289661,0,0
0.1798242116,1,1
0.0817500697,0,0
0.0287390669,0,0
0.0202900180,0,0
0.2133387982,1,1
0.0176531126,0,0
0.3251539725,1,1
0.0000997681,0,0
0.0014336085,0,0
0.0000997681,0,0
0.0024877195,0,0
0.0119001029,0,0
0.0000000000,0,0
0.0000664556,0,0
0.1492269755,1,1
0.1481968247,1,1
0.0001357170,0,0
0.0000000000,0,0
0.1383694596,1,1
0.3310007879,1,1
0.0084257217,0,0
0.0116781601,0,0
0.0000000000,0,0
0.0000664556,0,0
0.0041904737,0,0
0.0058505892,0,0
0.0000793293,0,0
0.1202021982,1,1
0.0008778846,0,0
0.0000000000,0,0
0.0000000000,0,0
0.0003752019,0,0
0.0774263422,0,0
0.0010229036,0,0
0.0000077256,0,0
0.0000997681,0,0
0.0946260424,1,0
0.0164127422,0,0
0.0044026162,0,0
0.0179107323,0,0
0.0501262465,0,0
0.2966236472,1,1
0.0001357170,0,0
0.0199315144,0,0
0.1572293437,1,1
0.0687221205,0,0
0.0001621803,0,0
0.1261332866,1,1
0.0240150476,0,0
0.0000997681,0,0
0.0000077256,0,0
0.0011636088,0,0
0.0266943557,0,0
0.0000000000,0,0
0.0000664556,0,0
0.0028997778,0,0
0.1655471429,1,1
0.2636803298,1,1
0.0016041882,0,0
0.0018408746,0,0
0.2643422582,1,1
0.0001691898,0,0
0.0147414304,0,0
0.0001332409,0,0
0.0000000000,0,0
0.0000997681,0,0
0.1486010290,1,1
0.3705993050,1,1
0.0414324570,0,0
0.1045037196,1,1
0.1029579169,1,1
0.8415417991,1,1
0.0001981292,0,0
0.4077479558,1,1
0.0467778692,0,0
0.1514052590,1,1
0.0000000000,0,0
0.0000000000,0,0
0.0210528414,0,0
0.2595443688,1,1
0.0124178022,0,0
0.0018231398,0,0
0.1467248769,1,1
0.0000664556,0,0
0.1895159108,1,1
0.0528293080,0,0
0.0010293827,0,0
0.0001746578,0,0
0.0000000000,0,0
0.1632753563,1,1
0.0260881113,0,0
0.0001981292,0,0
0.0901679658,1,0
0.0000000000,0,0
0.1587690939,1,1
0.2111584103,1,1
0.2465063855,1,1
0.0024877195,0,0
0.0000433804,0,0
0.0114972281,0,0
0.0000000000,0,0
0.0026217797,0,0
0.0001981292,0,0
0.0000664556,0,0
0.1065242720,1,1
0.1047385759,1,1
0.1564693700,1,1
0.0000077256,0,0
0.1859916454,1,1
0.0521623358,0,0
0.1487321358,1,1
0.2100747506,1,1
0.0455810723,0,0
0.1445303282,1,1
0.0000664556,0,0
0.1805194861,1,1
0.0000000000,0,0
0.0041125098,0,0
0.0000953950,0,0
0.1172532590,1,1
0.1000431470,1,1
0.0000000000,0,0
0.2553927864,1,1
0.0238487831,0,0
0.0000000000,0,0
0.0963989435,1,1
0.0001981292,0,0
0.0039207337,0,0
0.0000997681,0,0
0.0000433804,0,0
0.1191074587,1,1
0.0009838089,0,0
0.0000356549,0,0
0.2125860323,1,1
0.0706742995,0,0
0.1608609335,1,1
0.1240940351,1,1
0.0004454318,0,0
0.0847128235,0,0
0.0000000000,0,0
0.0024360524,0,0
0.0000000000,0,0
0.1349626975,1,1
0.0003037785,0,0
0.0143742686,0,0
0.0259432641,0,0
0.0511731282,0,0
0.0014817113,0,0
0.2767717526,1,1
0.0001332409,0,0
0.1229573770,1,1
0.0000000000,0,0
0.0478739389,0,0
0.0001621803,0,0
0.5743812451,1,1
0.1141808546,1,1
0.1279925980,1,1
0.0075798603,0,0
0.0027193771,0,0
0.0036639262,0,0
0.0120583708,0,0
0.0000433804,0,0
0.0003472685,0,0
0.0109592844,0,0
0.0007944801,0,0
0.0955948532,1,1
0.0000997681,0,0
0.0000000000,0,0
0.5653137371,1,1
0.2446611707,1,1
0.0596527879,0,0
0.0000077256,0,0
0.0000000000,0,0
0.0000997681,0,0
0.0087576890,0,0
0.0082491444,0,0
0.0004454318,0,0
0.0012072696,0,0
0.0001981292,0,0
0.0617421445,0,0
0.0006956735,0,0
0.0001981292,0,0
0.0674600728,0,0
0.0080043177,0,0
0.0000000000,0,0
0.0368850615,0,0
0.0009556674,0,0
0.1206946678,1,1
0.0133252630,0,0
0.8901704791,1,1
0.0000000000,0,0
0.0636622608,0,0
0.1313145277,1,1
0.1445266649,1,1
0.1082177004,1,1
0.0001621803,0,0
0.1585290183,1,1
0.0260807741,0,0
0.0024877195,0,0
0.1594170945,1,1
0.0001332409,0,0
0.9881466481,1,1
0.1750620905,1,1
0.2000810099,1,1
0.4332500627,1,1
0.0065032159,0,0
0.0277147551,0,0
0.0414534155,0,0
0.5705092385,1,1
0.0000000000,0,0
0.0004454318,0,0
0.1191394488,1,1
0.0743724561,0,0
0.0000000000,0,0
0.1618279928,1,1
0.0024877195,0,0
0.0000000000,0,0
0.0223971823,0,0
0.0039794553,0,0
0.1399092957,1,1
0.2887320343,1,1
0.0000000000,0,0
0.2255380281,1,1
0.0020231654,0,0
0.0000000000,0,0
0.0001981292,0,0
0.0652491265,0,0
0.0000000000,0,0
0.0235205071,0,0
0.0116781601,0,0
0.0583566663,0,0
0.1232021617,1,1
0.1165383593,1,1
0.0777691720,0,0
0.0224898220,0,0
0.0001621803,0,0
0.1249541237,1,1
0.2231014534,1,1
0.0000000000,0,0
0.0230418725,0,0
0.0016041882,0,0
0.0002203368,0,0
0.2018583476,1,1
0.0656803323,0,0
0.0101146290,0,0
0.0000077256,0,0
0.1061403722,1,1
0.0029821280,0,0
0.0002428022,0,0
0.0013480491,0,0
0.0000000000,0,0
0.0000664556,0,0
0.0000000000,0,0
0.0065032159,0,0
0.1156145286,1,1
0.0002870389,0,0
0.1660731102,1,1
0.0490964727,0,0
0.0001621803,0,0
0.0109592844,0,0
0.0076922571,0,0
0.0001621803,0,0
0.1209631073,1,1
0.0084866581,0,0
0.2063301758,1,1
0.0003360267,0,0
0.0027193771,0,0
0.1184770693,1,1
0.0352872268,0,0
0.0000000000,0,0
0.3753934917,1,1
0.0090822116,0,0
0.0750587597,0,0
0.1847031136,1,1
0.0001971232,0,0
0.0034835256,0,0
0.0018408746,0,0
0.0002525552,0,0
0.0000000000,0,0
0.0941196470,1,0
0.0489185567,0,0
0.0069461305,0,0
0.4077116875,1,1
0.0000000000,0,0
0.0010293827,0,0
0.0822268306,0,0
0.0694190407,0,0
0.0002035972,0,0
0.0303260558,0,0
0.0000077256,0,0
0.0000000000,0,0
0.0000997681,0,0
0.0020221040,0,0
0.0027193771,0,0
0.2373410100,1,1
0.0000077256,0,0
0.0064580998,0,0
0.1687109852,1,1
0.0016262799,0,0
0.0129910605,0,0
0.0680006394,0,0
0.1161346913,1,1
0.0381689728,0,0
0.1433441629,1,1
0.0014450505,0,0
0.1491792315,1,1
0.0364324795,0,0
0.2029147917,1,1
0.0000000000,0,0
0.0857017501,0,0
0.0001126419,0,0
0.0301163776,0,0
0.0002035972,0,0
0.0000997681,0,0
0.0137028282,0,0
0.0818219269,0,0
0.0027193771,0,0
0.0048736427,0,0
0.0810293678,0,0
0.0057767143,0,0
0.1133092357,1,1
0.0000000000,0,0
0.0000664556,0,0
0.0000000000,0,0
0.0049756969,0,0
0.0001621803,0,0
0.0000000000,0,0
0.0300524709,0,0
0.1288136258,1,1
0.1162994812,1,1
0.0018775353,0,0
0.0585370944,0,0
0.0116781601,0,0
0.1560129080,1,1
0.0024877195,0,0
0.0000000000,0,0
0.1019585252,1,1
0.0286262671,0,0
0.0000433804,0,0
0.0015071868,0,0
0.2174492365,1,1
0.0019751327,0,0
0.0006697101,0,0
0.0047059569,0,0
0.2521811500,1,1
0.1904051582,1,1
0.0001332409,0,0
0.0000664556,0,0
0.0120162559,0,0
0.0004454318,0,0
0.0001332409,0,0
0.0047156181,0,0
0.0001621803,0,0
0.2902434985,1,1
0.0000433804,0,0
0.0020221040,0,0
0.2186000455,1,1
0.0006956735,0,0
0.0000000000,0,0
0.0004194684,0,0
0.0216277569,0,0
0.1507308377,1,1
0.2680562523,1,1
0.2758169552,1,1
0.0116765503,0,0
0.3171750936,1,1
0.0013480491,0,0
0.0001621803,0,0
0.0002035972,0,0
0.0535258112,0,0
0.0266707022,0,0
0.0212649465,0,0
0.1232841960,1,1
0.0253075959,0,0
0.0001621803,0,0
0.0126458567,0,0
0.1229510345,1,1
0.0000433804,0,0
0.0001981292,0,0
0.0181204626,0,0
0.0057415387,0,0
0.1709201474,1,1
0.0018775353,0,0
0.1237930408,1,1
0.0001676483,0,0
0.2119826311,1,1
0.2801129852,1,1
0.0363157565,0,0
0.0735066871,0,0
0.0310332153,0,0
0.2423357514,1,1
0.0203165061,0,0
0.0000077256,0,0
0.0014450505,0,0
0.1005729760,1,1
0.2720802386,1,1
0.0128783735,0,0
0.0010208190,0,0
0.2948936383,1,1
0.1636460219,1,1
0.0002880110,0,0
0.0000768533,0,0
0.0000664556,0,0
0.4079516191,1,1
0.1433182354,1,1
0.0108467027,0,0
0.0000997681,0,0
0.0000000000,0,0
0.0001621803,0,0
0.0002516129,0,0
0.0024877195,0,0
0.0001357170,0,0
0.0000997681,0,0
0.1003029009,1,1
0.0000077256,0,0
0.0000664556,0,0
0.1664210846,1,1
0.2410188926,1,1
0.0023054287,0,0
0.0002683525,0,0
0.0033354647,0,0
0.0388973679,0,0
0.0206235736,0,0
0.0569333312,0,0
0.0413399674,0,0
0.0794392505,0,0
0.0000000000,0,0
0.0311090233,0,0
0.0010935686,0,0
0.0341484257,0,0
0.1666170728,1,1
0.3180662234,1,1
0.1105702224,1,1
0.0001332409,0,0
0.1382283412,1,1
0.0049756969,0,0
0.0875812663,1,0
0.0785130402,0,0
0.0000000000,0,0
0.4462524335,1,1
0.0000077256,0,0
0.0003517943,0,0
0.0077382932,0,0
0.0000664556,0,0
0.0003752019,0,0
0.2173198232,1,1
0.0000997681,0,0
0.0012923824,0,0
0.0000000000,0,0
0.3074806950,1,1
0.0007944801,0,0
0.0779895002,0,0
0.0001746578,0,0
0.0000000000,0,0
0.0007944801,0,0
0.3163793251,1,1
0.0000000000,0,0
0.1283328045,1,1
0.0218426014,0,0
0.0000664556,0,0
0.0040898693,0,0
0.0002260626,0,0
0.0100448303,0,0
0.0001024045,0,0
0.1167204088,1,1
0.0048100841,0,0
0.1054994823,1,1
0.0656407230,0,0
0.5906452652,1,1
0.0000077256,0,0
0.2436578443,1,1
0.0004194684,0,0
0.0000642735,0,0
0.1615913305,1,1
0.0005124661,0,0
0.0001981292,0,0
0.0000000000,0,0
0.0000433804,0,0
0.0000000000,0,0
0.0801565424,0,0
0.0028410562,0,0
0.0001981292,0,0
0.0001971232,0,0
0.1032918735,1,1
0.0000997681,0,0
0.0120178657,0,0
0.0895193238,1,0
0.0708487435,0,0
0.0001981292,0,0
0.0000000000,0,0
0.0000000000,0,0
0.0001981292,0,0
0.0000433804,0,0
0.0853217124,0,0
0.0000997681,0,0
0.1022496786,1,1
0.0163667328,0,0
0.0000997681,0,0
0.0101926758,0,0
0.0059630827,0,0
0.0000997681,0,0
0.0000433804,0,0
0.0671665998,0,0
0.0000000000,0,0
0.0225793440,0,0
0.0895193238,1,0
0.0072690962,0,0
0.0000077256,0,0
0.0214645579,0,0
0.0019751327,0,0
0.0887543562,1,0
0.0079248047,0,0
0.0000000000,0,0
0.0010808103,0,0
0.2687974461,1,1
0.0001981292,0,0
0.0571200157,0,0
0.0036932384,0,0
0.1492140740,1,1
0.0254761921,0,0
0.0126458567,0,0
0.0216947675,0,0
0.0842257808,0,0
0.0001024045,0,0
0.0000000000,0,0
0.1252309152,1,1
0.0000410381,0,0
0.0000000000,0,0
0.0000000000,0,0
0.0000000000,0,0
0.1533557207,1,1
0.0073841427,0,0
0.1649896849,1,1
0.0001676483,0,0
0.0002035972,0,0
0.0001621803,0,0
0.0033354647,0,0
0.0009323813,0,0
0.0000768533,0,0
0.0001332409,0,0
0.0000000000,0,0
0.0332115080,0,0
0.1208725176,1,1
0.0388451967,0,0
0.0017854176,0,0
0.0000000000,0,0
0.0000000000,0,0
0.4118644278,1,1
0.0241599177,0,0
0.1438012119,1,1
0.0412112380,0,0
0.0001621803,0,0
0.2373491764,1,1
0.0002035972,0,0
0.0708114865,0,0
0.1968033524,1,1
0.0210231834,0,0
0.4182137512,1,1
0.3264376319,1,1
0.0000433804,0,0
0.6646411976,1,1
0.1685116514,1,1
0.0599684860,0,0
0.0016041882,0,0
0.0039760618,0,0
0.1401382107,1,1
0.0007944801,0,0
0.0000000000,0,0
0.0000997681,0,0
0.3117319935,1,1
0.1828312606,1,1
0.2859010603,1,1
0.0001332409,0,0
0.0011587202,0,0
0.0131988899,0,0
0.0000433804,0,0
0.1931337931,1,1
0.0003752019,0,0
0.0016817369,0,0
0.0467253308,0,0
0.0001981292,0,0
0.0014148593,0,0
0.1742455808,1,1
0.0042115484,0,0
0.1113482045,1,1
0.0006697101,0,0
0.0819953143,0,0
0.1362985887,1,1
0.0131839992,0,0
0.0000664556,0,0
0.0011022045,0,0
0.0001621803,0,0
0.0000997681,0,0
0.2456185932,1,1
0.0036052046,0,0
0.0001621803,0,0
0.1686827323,1,1
0.0001981292,0,0
0.0016041882,0,0
0.0000000000,0,0
0.0000000000,0,0
0.0000000000,0,0
0.1088497221,1,1
0.0000997681,0,0
0.0080783600,0,0
0.0994048003,1,1
0.0249404331,0,0
0.0000000000,0,0
0.1939516086,1,1
0.0000433804,0,0
0.0000000000,0,0
0.0060733116,0,0
0.0001357170,0,0
0.0000433804,0,0
0.0000000000,0,0
0.0351763336,0,0
0.0988635734,1,1
0.0172779360,0,0
0.0338646449,0,0
0.0001332409,0,0
0.0333094304,0,0
0.0000000000,0,0
0.3516464237,1,1
0.0005327847,0,0
0.0041618325,0,0
0.0000997681,0,0
0.0054880649,0,0
0.3140555133,1,1
0.0007367445,0,0
0.0419442516,0,0
0.0543442103,0,0
0.0099870375,0,0
0.1443506370,1,1
0.0000000000,0,0
0.0578537902,0,0
0.0827408184,0,0
0.0026093986,0,0
0.0048256004,0,0
0.0001621803,0,0
0.0000000000,0,0
0.0000077256,0,0
0.0000000000,0,0
0.0002035972,0,0
0.0004454318,0,0
0.0000997681,0,0
0.0004454318,0,0
0.0003449601,0,0
0.1005705632,1,1
0.0000664556,0,0
0.1049580692,1,1
0.0001621803,0,0
0.2634141430,1,1
0.0002203368,0,0
0.0168250235,0,0
0.0000433804,0,0
0.0001927501,0,0
0.0000768533,0,0
0.0163648559,0,0
0.0011587202,0,0
0.0001981292,0,0
0.2163946188,1,1
0.0038412993,0,0
0.0151189354,0,0
0.0028410562,0,0
0.0000997681,0,0
0.0012187115,0,0
0.0016699938,0,0
0.0000433804,0,0
0.0006956735,0,0
0.0001621803,0,0
0.0000000000,0,0
0.0879871632,1,0
0.0012187115,0,0
0.0000000000,0,0
0.0001621803,0,0
0.0001621803,0,0
0.2143398604,1,1
0.1171421249,1,1
0.0045948501,0,0
0.0000664556,0,0
0.0039794553,0,0
0.2582260022,1,1
0.0422612658,0,0
0.0497042834,0,0
0.0000000000,0,0
0.1232104027,1,1
0.0002035972,0,0
0.0010293827,0,0
0.0223668956,0,0
0.0023054287,0,0
0.0024877195,0,0
0.0000664556,0,0
0.3840713950,1,1
0.0693323085,0,0
0.0000077256,0,0
0.1219782117,1,1
0.0090864734,0,0
0.1441079895,1,1
0.0700624550,0,0
0.1975802914,1,1
0.1291280835,1,1
0.0001332409,0,0
0.0018408746,0,0
0.0000077256,0,0
0.2354702282,1,1
0.0000000000,0,0
0.0006956735,0,0
0.0006235060,0,0
0.0347408122,0,0
0.1293261106,1,1
0.0000000000,0,0
0.0003517943,0,0
0.0105153886,0,0
0.2827434873,1,1
0.1812309311,1,1
0.0037990547,0,0
0.1037133974,1,1
0.0000000000,0,0
0.0000664556,0,0
0.2824638638,1,1
0.1336512193,1,1
0.0002470872,0,0
0.0000664556,0,0
0.2148317730,1,1
0.0000997681,0,0
0.0874828068,1,0
0.0000000000,0,0
0.0164463436,0,0
0.0000077256,0,0
0.1397326225,1,1
0.0000000000,0,0
0.0000000000,0,0
0.0000356549,0,0
0.0168515358,0,0
0.0085237144,0,0
0.0049586549,0,0
0.0001621803,0,0
0.1024794237,1,1
0.0001313439,0,0
0.0000000000,0,0
0.0048256004,0,0
0.0949353088,1,1
0.0590208744,0,0
0.0055521020,0,0
0.1344786976,1,1
0.0002035972,0,0
0.0000077256,0,0
0.1241176951,1,1
0.0000077256,0,0
0.0241599177,0,0
0.0020221040,0,0
0.0002470872,0,0
0.0000000000,0,0
0.0000000000,0,0
0.0334925124,0,0
0.0001332409,0,0
0.0000077256,0,0
0.0591203405,0,0
0.0692515154,0,0
0.0012072696,0,0
0.0000077256,0,0
0.0000077256,0,0
0.0001621803,0,0
0.0382770322,0,0
0.0367660799,0,0
0.0246597608,0,0
0.0000000000,0,0
0.0588865878,0,0
0.0017854176,0,0
0.3889987381,1,1
0.2804254447,1,1
0.0001621803,0,0
0.0003752019,0,0
0.0016041882,0,0
0.2785179957,1,1
0.0077151705,0,0
0.6318709694,1,1
0.1468108462,1,1
0.0000077256,0,0
0.0113394951,0,0
0.0013480491,0,0
0.0357808500,0,0
0.0920758200,1,0
0.4853326355,1,1
0.0059630827,0,0
0.0000077256,0,0
0.0001981292,0,0
0.0041816098,0,0
0.1511211385,1,1
0.0083099809,0,0
0.0153133457,0,0
0.0819856883,0,0
0.0000997681,0,0
0.0113411049,0,0
0.0082491444,0,0
0.6207495554,1,1
0.0871270408,1,0
0.0013480491,0,0
0.0218371401,0,0
0.0000077256,0,0
0.0376505402,0,0
0.0033354647,0,0
0.1650822668,1,1
0.0000997681,0,0
0.0008750588,0,0
0.0305814325,0,0
0.1397623421,1,1
0.0001357170,0,0
0.0014450505,0,0
0.0001691898,0,0
0.0000000000,0,0
0.2249299637,1,1
0.0212912919,0,0
0.1536203553,1,1
0.0491638928,0,0
0.1369455650,1,1
0.2081436994,1,1
0.0000000000,0,0
0.0490592744,0,0
0.0002035972,0,0
0.0000000000,0,0
0.5103195994,1,1
0.1106588671,1,1
0.0002525552,0,0
0.0000664556,0,0
0.1062620415,1,1
0.0000000000,0,0
0.0000997681,0,0
0.0000997681,0,0
0.0002035972,0,0
0.0746127696,0,0
0.0001126419,0,0
0.0008914815,0,0
0.5714402212,1,1
0.1221210398,1,1
0.0000433804,0,0
0.3328151999,1,1
0.0414808988,0,0
0.0000000000,0,0
0.0039207337,0,0
0.0224933502,0,0
0.0000000000,0,0
0.0000000000,0,0
0.0000997681,0,0
0.1920584349,1,1
0.0001621803,0,0
0.2047787338,1,1
0.0018408746,0,0
0.0000000000,0,0
0.0001971232,0,0
0.0001332409,0,0
0.0920277735,1,0
0.0439163837,0,0
0.1394252957,1,1
0.0154935010,0,0
0.3929886232,1,1
0.0735130914,0,0
0.0000997681,0,0
0.0199196772,0,0
0.0000433804,0,0
0.0754437932,0,0
0.1930797406,1,1
0.2052354885,1,1
0.0002260626,0,0
0.0000664556,0,0
0.0000433804,0,0
0.1844864780,1,1
0.0645489775,0,0
0.0079511093,0,0
0.0278543327,0,0
0.1098357098,1,1
0.0197879589,0,0
0.0000000000,0,0
0.1771448893,1,1
0.0000077256,0,0
0.0000000000,0,0
0.4495520053,1,1
0.0014450505,0,0
0.0000000000,0,0
0.0178652355,0,0
0.0186546530,0,0
0.1809302381,1,1
0.0199418035,0,0
0.0001981292,0,0
0.0000999284,0,0
0.2592843617,1,1
0.0002260626,0,0
0.0014450505,0,0
0.0000077256,0,0
0.3057496727,1,1
0.0006697101,0,0
0.2383254312,1,1
0.2173776503,1,1
0.0002035972,0,0
0.2929636473,1,1
0.0001621803,0,0
0.0000000000,0,0
0.0000997681,0,0
0.1295299454,1,1
0.0983520343,1,1
0.0424572954,0,0
0.1416948447,1,1
0.1805222920,1,1
0.0137867828,0,0
0.0000077256,0,0
0.0008914815,0,0
0.0264236412,0,0
0.0009323813,0,0
0.0066443383,0,0
0.1027767777,1,1
0.3934792645,1,1
0.3081350847,1,1
0.0403069224,0,0
0.0022043949,0,0
0.1643644350,1,1
0.5171688929,1,1
0.2754419211,1,1
0.0000077256,0,0
0.1819887601,1,1
0.0004454318,0,0
0.0000000000,0,0
0.1392754677,1,1
0.0026217797,0,0
0.0000000000,0,0
0.1131815087,1,1
0.1398762035,1,1
0.0008886330,0,0
0.1234391741,1,1
0.0000997681,0,0
0.0243352759,0,0
0.2681513436,1,1
0.0001981292,0,0
0.0422862880,0,0
0.2411544849,1,1
0.2378785910,1,1
0.0027193771,0,0
0.0022078313,0,0
0.0013480491,0,0
0.0092019597,0,0
0.0703979699,0,0
0.0433949836,0,0
0.0000000000,0,0
0.0003095043,0,0
0.1100377421,1,1
0.0000000000,0,0
0.1283522460,1,1
0.0007944801,0,0
0.0116765503,0,0
0.4707455456,1,1
0.0000000000,0,0
0.0036181013,0,0
0.0001332409,0,0
0.0139967035,0,0
0.3318231498,1,1
0.0000997681,0,0
0.0099214449,0,0
0.0258074390,0,0
0.2163247477,1,1
0.1756333047,1,1
0.0002260626,0,0
0.0002035972,0,0
0.0018775353,0,0
0.0034835256,0,0
0.0169280377,0,0
0.0018408746,0,0
0.0001621803,0,0
0.0058505892,0,0
0.0109608941,0,0
0.1578255870,1,1
0.0000664556,0,0
0.0003705104,0,0
